2.143	0.01	4
6.442	0.01	4
9.174	0.01	2
13.473	0.01	1
15.888	0.01	3
21.103	0.01	1
24.135	0.01	1
28.117	0.01	3
33.015	0.01	3
38.23	0.01	2
43.029	0.01	1
46.994	0.01	1
51.592	0.01	1
54.624	0.01	3
59.223	0.01	3
61.622	0.01	1
64.021	0.01	1
67.07	0.01	4
71.035	0.01	3
73.751	0.01	1
78.033	0.01	4
81.365	0.01	1
86.28	0.01	1
90.578	0.01	2
95.176	0.01	4
98.209	0.01	1
101.241	0.01	2
104.773	0.01	3
107.172	0.01	3
110.521	0.01	3
115.136	0.01	3
117.552	0.01	1
120.584	0.01	3
122.983	0.01	4
126.348	0.01	1
129.681	0.01	2
132.413	0.01	2
135.445	0.01	4
139.094	0.01	2
143.376	0.01	2
148.607	0.01	4
151.323	0.01	4
153.739	0.01	4
158.97	0.01	2
161.336	0.01	3
165.301	0.01	3
167.7	0.01	2
170.716	0.01	4
175.947	0.01	2
179.912	0.01	3
182.961	0.01	2
187.576	0.01	3
190.925	0.01	2
194.274	0.01	4
196.99	0.01	2
201.905	0.01	4
206.52	0.01	4
208.935	0.01	4
212.284	0.01	1
215	0.01	1
219.898	0.01	3
224.813	0.01	1
228.462	0.01	1
231.794	0.01	4
234.826	0.01	3
237.542	0.01	3
242.44	0.01	2
245.156	0.01	3
248.521	0.01	2
251.237	0.01	4
255.202	0.01	1
257.601	0.01	3
260.65	0.01	3
263.999	0.01	2
267.648	0.01	4
270.696	0.01	1
275.911	0.01	2
280.193	0.01	1
282.925	0.01	2
285.958	0.01	4
290.856	0.01	3
294.221	0.01	1
296.62	0.01	2
301.519	0.01	4
304.568	0.01	1
307.283	0.01	4
310.649	0.01	3
313.681	0.01	3
317.663	0.01	4
321.645	0.01	2
324.06	0.01	3
327.709	0.01	1
331.358	0.01	1
336.573	0.01	2
339.305	0.01	4
343.287	0.01	2
347.252	0.01	2
350.917	0.01	4
355.216	0.01	4
358.881	0.01	1
362.247	0.01	4
366.229	0.01	3
369.894	0.01	3
372.926	0.01	3
378.141	0.01	2
382.739	0.01	4
387.038	0.01	4
390.07	0.01	4
395.301	0.01	2
397.701	0.01	3
400.116	0.01	4
402.849	0.01	4
405.898	0.01	3
409.88	0.01	1
413.845	0.01	3
419.076	0.01	1
422.942	0.01	2
427.223	0.01	2
432.438	0.01	3
436.737	0.01	2
439.452	0.01	2
444.334	0.01	1
449.232	0.01	1
452.881	0.01	1
457.179	0.01	4
462.394	0.01	1
467.625	0.01	4
471.274	0.01	2
473.673	0.01	2
477.039	0.01	4
481.32	0.01	4
483.736	0.01	4
486.135	0.01	2
488.535	0.01	4
492.516	0.01	1
497.731	0.01	2
501.713	0.01	2
506.311	0.01	4
508.727	0.01	3
512.692	0.01	1
517.591	0.01	2
520.306	0.01	2
523.022	0.01	1
525.738	0.01	4
530.636	0.01	1
534.301	0.01	3
538.6	0.01	2
543.515	0.01	3
547.813	0.01	1
550.862	0.01	2
554.511	0.01	3
558.476	0.01	3
563.374	0.01	1
567.356	0.01	2
571.005	0.01	3
575.62	0.01	4
578.252	0.01	2
582.217	0.01	3
586.832	0.01	1
592.064	0.01	4
594.463	0.01	4
598.428	0.01	1
602.71	0.01	3
607.325	0.01	1
611.94	0.01	3
616.238	0.01	2
620.22	0.01	3
623.253	0.01	4
627.551	0.01	1
632.149	0.01	4
635.515	0.01	3
638.564	0.01	2
642.546	0.01	1
645.578	0.01	2
647.994	0.01	1
652.609	0.01	1
655.974	0.01	3
660.173	0.01	1
663.222	0.01	3
665.937	0.01	2
668.353	0.01	1
671.719	0.01	3
675.684	0.01	3
679.349	0.01	2
682.714	0.01	2
686.363	0.01	3
689.079	0.01	4
692.128	0.01	1
695.693	0.01	4
699.358	0.01	4
704.257	0.01	2
708.855	0.01	1
713.77	0.01	4
718.368	0.01	4
721.734	0.01	1
725.716	0.01	2
729.381	0.01	3
732.097	0.01	2
734.829	0.01	4
737.245	0.01	3

