2.134	0.01	1
7.033	0.01	1
11.648	0.01	1
14.996	0.01	1
17.712	0.01	1
22.61	0.01	1
25.959	0.01	1
28.675	0.01	1
31.074	0.01	1
36.289	0.01	1
40.887	0.01	1
44.219	0.01	1
48.834	0.01	1
52.483	0.01	1
55.532	0.01	1
60.147	0.01	1
63.496	0.01	1
66.544	0.01	1
68.944	0.01	1
73.242	0.01	1
76.274	0.01	1
80.556	0.01	1
83.588	0.01	1
86.304	0.01	1
89.02	0.01	1
92.369	0.01	1
96.017	0.01	1
100.299	0.01	1
103.648	0.01	1
106.064	0.01	1
108.463	0.01	1
111.195	0.01	1
116.11	0.01	1
121.325	0.01	1
125.623	0.01	1
128.339	0.01	1
133.554	0.01	1
136.919	0.01	1
141.517	0.01	1
145.499	0.01	1
149.165	0.01	1
152.514	0.01	1
156.162	0.01	1
161.377	0.01	1
164.709	0.01	1
169.008	0.01	1
172.356	0.01	1
175.072	0.01	1
177.804	0.01	1
182.103	0.01	1
186.401	0.01	1
191	0.01	1
194.965	0.01	1
197.681	0.01	1
202.579	0.01	1
205.628	0.01	1
209.926	0.01	1
214.824	0.01	1
220.056	0.01	1
222.455	0.01	1
226.737	0.01	1
231.335	0.01	1
234.984	0.01	1
238.016	0.01	1
242.298	0.01	1
247.213	0.01	1
249.612	0.01	1
254.227	0.01	1
256.643	0.01	1
260.291	0.01	1
265.206	0.01	1
270.421	0.01	1
274.386	0.01	1
279.284	0.01	1
284.499	0.01	1
287.215	0.01	1
290.88	0.01	1
294.229	0.01	1
296.645	0.01	1
299.694	0.01	1
303.992	0.01	1
307.358	0.01	1
309.757	0.01	1
312.806	0.01	1
317.704	0.01	1
320.736	0.01	1
323.785	0.01	1
326.501	0.01	1
330.483	0.01	1
334.465	0.01	1
339.679	0.01	1
342.728	0.01	1
347.01	0.01	1
351.908	0.01	1
355.574	0.01	1
358.606	0.01	1
361.322	0.01	1
364.97	0.01	1
368.336	0.01	1
372.601	0.01	1
375	0.01	1
379.898	0.01	1
383.264	0.01	1
388.478	0.01	1
392.777	0.01	1
395.826	0.01	1
399.791	0.01	1
403.456	0.01	1
408.355	0.01	1
411.387	0.01	1
415.669	0.01	1
418.384	0.01	1
420.784	0.01	1
424.149	0.01	1
428.447	0.01	1
431.796	0.01	1
437.028	0.01	1
439.427	0.01	1
443.092	0.01	1
446.757	0.01	1
449.49	0.01	1
452.206	0.01	1
455.538	0.01	1
459.836	0.01	1
464.118	0.01	1
467.167	0.01	1
469.583	0.01	1
473.231	0.01	1
477.53	0.01	1
480.579	0.01	1
485.477	0.01	1
489.442	0.01	1
492.174	0.01	1
495.823	0.01	1
499.189	0.01	1
503.804	0.01	1
506.536	0.01	1
510.834	0.01	1
513.234	0.01	1
518.465	0.01	1
522.43	0.01	1
526.079	0.01	1
529.111	0.01	1
531.843	0.01	1
536.125	0.01	1
538.524	0.01	1
543.756	0.01	1
546.805	0.01	1
551.087	0.01	1
553.486	0.01	1
558.384	0.01	1
562.033	0.01	1
567.264	0.01	1
569.68	0.01	1
573.962	0.01	1
578.86	0.01	1
582.842	0.01	1
587.457	0.01	1
590.489	0.01	1
593.205	0.01	1
595.92	0.01	1
598.969	0.01	1
602.018	0.01	1
607.233	0.01	1
611.831	0.01	1
615.197	0.01	1
617.613	0.01	1
620.961	0.01	1
625.56	0.01	1
630.175	0.01	1
633.823	0.01	1
638.422	0.01	1
641.137	0.01	1
645.119	0.01	1
647.518	0.01	1
652.75	0.01	1
656.099	0.01	1
661.014	0.01	1
663.413	0.01	1
668.028	0.01	1
671.993	0.01	1
676.291	0.01	1
678.707	0.01	1
682.373	0.01	1
687.271	0.01	1
691.553	0.01	1
694.285	0.01	1
697.001	0.01	1
701.916	0.01	1
704.315	0.01	1
706.714	0.01	1
711.012	0.01	1
714.044	0.01	1
718.01	0.01	1
722.625	0.01	1
725.357	0.01	1
729.022	0.01	1
731.422	0.01	1
736.336	0.01	1
739.685	0.01	1

